ClientID,PreferredClinicID,ClientName,City,State,PostalCode,ClientSince,MarketingOptIn,PreferredContact,AcquisitionChannel,HouseholdIncomeBand
C003182,CL012,Kevin Lewis,Lakeland,FL,34138,2020-04-17,Yes,Email,Walk-In,$75K-$99K
C003183,CL002,Henry Lewis,Boca Raton,FL,32215,2020-07-04,Yes,Phone,Referral,$100K-$149K
C003184,CL006,Sofia Robinson,Boca Raton,FL,34549,2022-09-03,Yes,Email,Existing Client,$100K-$149K
C003185,CL009,Mason Torres,Naples,FL,34612,2022-09-07,No,Email,Referral,$50K-$74K
C003186,CL001,Jessica Mitchell,Newberry,FL,33484,2019-12-10,Yes,Email,Walk-In,<$50K
C003187,CL001,Lauren Nelson,Gainesville,FL,34867,2020-03-05,Yes,SMS,Referral,$150K+
C003188,CL003,Jessica Lee,Tallahassee,FL,34066,2019-04-12,Yes,Email,Existing Client,$75K-$99K
C003189,CL004,Noah Rivera,Pensacola,FL,34121,2020-03-10,Yes,Email,Community Event,$150K+
C003190,CL006,Nick Jones,Pensacola,FL,34283,2020-12-02,Yes,Phone,Referral,$75K-$99K
C003191,CL004,Amanda Davis,Lakeland,FL,33805,2022-03-23,Yes,SMS,Walk-In,$75K-$99K
C003192,CL008,Audrey Harris,Miami,FL,33615,2023-05-09,Yes,Phone,Referral,$50K-$74K
C003193,CL010,Isabella Wilson,Lake City,FL,32631,2019-08-08,Yes,SMS,Social Media,$75K-$99K
C003194,CL011,Harper Martin,Orlando,FL,32207,2019-02-09,No,SMS,Community Event,<$50K
C003195,CL007,Lauren Perez,Palm Coast,FL,34139,2021-09-05,Yes,SMS,Google Search,$100K-$149K
C003196,CL001,Harper Hernandez,Pensacola,FL,32040,2018-11-19,No,Email,Referral,$75K-$99K
C003197,CL010,Logan King,Lakeland,FL,34229,2023-11-27,Yes,Email,Social Media,$50K-$74K
C003198,CL003,Michael Sanchez,Sarasota,FL,33668,2023-08-20,Yes,SMS,Referral,$75K-$99K
C003199,CL008,Harper Johnson,Palm Coast,FL,32840,2020-06-13,No,SMS,Existing Client,$50K-$74K
C003200,CL002,Ella Johnson,St. Petersburg,FL,34018,2021-06-28,Yes,Phone,Existing Client,$100K-$149K
C003201,CL006,Elijah Taylor,Lakeland,FL,32561,2020-10-13,Yes,SMS,Community Event,$100K-$149K
C003202,CL011,Jason Jackson,Pensacola,FL,33180,2022-01-20,Yes,SMS,Google Search,$50K-$74K
C003203,CL001,Amanda Thompson,St. Petersburg,FL,33957,2021-09-11,No,SMS,Existing Client,$150K+
C003204,CL012,Sofia White,Delray Beach,FL,34430,2023-02-06,Yes,Phone,Walk-In,$100K-$149K
C003205,CL006,Noah Hill,St. Petersburg,FL,32667,2018-01-31,Yes,Email,Social Media,$75K-$99K
C003206,CL008,Evelyn Thompson,Alachua,FL,32949,2021-02-04,Yes,Email,Social Media,<$50K
C003207,CL003,Ryan Sanchez,Lake City,FL,32229,2021-07-31,No,SMS,Existing Client,$100K-$149K
C003208,CL008,Sophia Wilson,Delray Beach,FL,32086,2023-09-09,No,Email,Community Event,$150K+
C003209,CL011,Charlotte Vilaihong,Newberry,FL,34574,2022-01-13,Yes,SMS,Social Media,<$50K
C003210,CL004,Noah Rivera,Lake City,FL,32484,2019-04-02,Yes,SMS,Walk-In,$100K-$149K
C003211,CL008,Noah Hall,Newberry,FL,33704,2020-07-28,Yes,SMS,Google Search,$150K+
C003212,CL004,Mia Vilaihong,Lakeland,FL,33172,2022-09-24,Yes,Email,Existing Client,$50K-$74K
C003213,CL004,James Martin,Lake City,FL,33944,2022-10-10,Yes,SMS,Community Event,$100K-$149K
C003214,CL009,Harper Walker,Tallahassee,FL,32607,2020-08-18,Yes,SMS,Existing Client,$100K-$149K
C003215,CL001,Logan Young,Tampa,FL,32165,2018-12-31,Yes,SMS,Referral,$150K+
C003216,CL007,Harper Miller,Naples,FL,33365,2020-12-02,Yes,SMS,Referral,$75K-$99K
C003217,CL004,Liam Anderson,Palm Coast,FL,34456,2018-08-31,Yes,SMS,Social Media,$150K+
C003218,CL008,Olivia Wright,Miami,FL,32967,2023-02-10,Yes,SMS,Referral,<$50K
C003219,CL002,Chloe Johnson,Clearwater,FL,34143,2021-09-01,Yes,Email,Referral,$150K+
C003220,CL012,Jackson Smith,Alachua,FL,34519,2019-05-02,No,Phone,Existing Client,$50K-$74K
C003221,CL002,Mason Thompson,Sarasota,FL,32757,2021-05-06,Yes,SMS,Social Media,$100K-$149K
C003222,CL010,Kevin Moore,Alachua,FL,32330,2019-07-03,Yes,Phone,Existing Client,<$50K
C003223,CL008,Jack Wright,Orlando,FL,34899,2021-03-07,Yes,SMS,Google Search,$75K-$99K
C003224,CL006,Elijah Thompson,Miami,FL,33241,2020-12-03,Yes,SMS,Walk-In,$150K+
C003225,CL001,Ethan Roberts,Tampa,FL,33119,2023-09-13,Yes,Email,Existing Client,$150K+
C003226,CL005,Liam Rivera,Orlando,FL,33727,2023-03-19,Yes,Email,Community Event,$150K+
C003227,CL002,Liam Smith,Palm Coast,FL,34922,2020-02-18,Yes,Email,Existing Client,$150K+
C003228,CL004,Amanda Green,Tampa,FL,33028,2021-06-18,Yes,SMS,Community Event,<$50K
C003229,CL001,James Clark,Clearwater,FL,32404,2018-03-13,Yes,Email,Social Media,$100K-$149K
C003230,CL011,Olivia Thomas,Miami,FL,32371,2023-04-26,Yes,SMS,Referral,<$50K
C003231,CL008,Logan Carter,Lake City,FL,34912,2020-10-04,No,Email,Referral,$75K-$99K
C003232,CL011,Mason Rodriguez,Naples,FL,34388,2018-12-20,No,SMS,Google Search,$100K-$149K
C003233,CL008,Nick Nelson,Lake City,FL,33306,2022-02-11,No,SMS,Walk-In,$100K-$149K
C003234,CL002,Grace Johnson,Orlando,FL,33955,2018-06-03,Yes,Email,Google Search,<$50K
C003235,CL008,Sofia Young,Newberry,FL,32857,2023-11-27,Yes,SMS,Referral,<$50K
C003236,CL006,Elijah Martin,Ocala,FL,32248,2022-10-21,Yes,Email,Google Search,$150K+
C003237,CL008,Noah Torres,Delray Beach,FL,32912,2019-12-19,Yes,SMS,Google Search,$50K-$74K
C003238,CL009,Ethan Miller,Ocala,FL,32522,2018-06-09,Yes,Email,Google Search,$75K-$99K
C003239,CL001,Kevin Smith,Delray Beach,FL,32054,2022-06-27,Yes,Phone,Existing Client,$100K-$149K
C003240,CL011,Megan Roberts,Tallahassee,FL,33774,2018-06-15,No,SMS,Existing Client,$100K-$149K
C003241,CL001,Sophia Perez,Tampa,FL,33196,2022-03-15,Yes,SMS,Social Media,$75K-$99K
C003242,CL009,Isabella Ramirez,Clearwater,FL,33883,2021-08-23,Yes,SMS,Walk-In,$150K+
C003243,CL001,Sofia Flores,Newberry,FL,34809,2021-09-20,Yes,Phone,Referral,$50K-$74K
C003244,CL002,Harper Scott,Lakeland,FL,34737,2022-05-04,No,SMS,Referral,$50K-$74K
C003245,CL001,Henry Martin,Fort Myers,FL,32830,2018-10-06,Yes,SMS,Walk-In,$75K-$99K
C003246,CL002,Kevin Williams,Orlando,FL,33785,2019-05-16,Yes,Email,Referral,$50K-$74K
C003247,CL008,Emma Williams,Tampa,FL,32876,2019-02-03,Yes,Email,Community Event,$100K-$149K
C003248,CL010,Audrey Rivera,Delray Beach,FL,32735,2019-05-18,Yes,SMS,Walk-In,<$50K
C003249,CL006,Liam Rivera,Naples,FL,34901,2018-10-18,Yes,SMS,Existing Client,$150K+
C003250,CL003,Emily Smith,Tampa,FL,33610,2021-06-30,Yes,SMS,Community Event,<$50K
C003251,CL005,Jason Lewis,Pensacola,FL,32662,2021-11-21,Yes,Phone,Existing Client,$150K+
C003252,CL006,Jack Campbell,Newberry,FL,33034,2018-05-30,Yes,Phone,Community Event,$50K-$74K
C003253,CL001,Mateo Harris,Delray Beach,FL,33914,2018-09-28,Yes,Email,Existing Client,<$50K
C003254,CL004,Evelyn Nelson,Lakeland,FL,32826,2023-04-06,Yes,SMS,Referral,<$50K
C003255,CL010,Grace Allen,Gainesville,FL,34962,2022-06-14,No,SMS,Walk-In,<$50K
C003256,CL008,Noah Roberts,Palm Coast,FL,33748,2020-02-29,No,Phone,Community Event,$100K-$149K
C003257,CL005,Jessica Hill,Newberry,FL,33827,2018-09-30,No,SMS,Walk-In,$50K-$74K
C003258,CL005,Charlotte Mitchell,Alachua,FL,34669,2018-11-27,Yes,SMS,Community Event,$75K-$99K
C003259,CL007,Henry Hall,Fort Myers,FL,34736,2020-03-16,No,SMS,Existing Client,$150K+
C003260,CL004,Grace Rivera,Fort Myers,FL,32385,2018-07-08,No,Phone,Existing Client,$50K-$74K
C003261,CL002,Evelyn Martinez,Clearwater,FL,33432,2021-08-06,Yes,SMS,Referral,$100K-$149K
C003262,CL005,Mia White,St. Petersburg,FL,33628,2018-01-21,Yes,SMS,Social Media,$50K-$74K
C003263,CL011,Lauren Moore,Clearwater,FL,32345,2021-09-09,No,SMS,Community Event,<$50K
C003264,CL004,Sofia Allen,Orlando,FL,33013,2020-07-08,Yes,SMS,Community Event,$150K+
C003265,CL010,David Hall,Newberry,FL,33727,2018-12-11,Yes,SMS,Walk-In,$75K-$99K
C003266,CL008,Audrey Anderson,Ocala,FL,33289,2023-05-22,Yes,Email,Referral,$50K-$74K
C003267,CL009,Jack Martinez,Ocala,FL,34584,2019-08-03,Yes,Phone,Walk-In,$50K-$74K
C003268,CL011,Emily Torres,Boca Raton,FL,33995,2021-09-12,No,SMS,Google Search,$75K-$99K
C003269,CL004,Lucas Vilaihong,Clearwater,FL,34544,2022-10-01,Yes,Phone,Referral,$75K-$99K
C003270,CL001,Harper Nguyen,Tampa,FL,32715,2023-05-22,Yes,SMS,Referral,$50K-$74K
C003271,CL002,Kevin Hernandez,Alachua,FL,33410,2023-08-04,Yes,Email,Referral,$50K-$74K
C003272,CL005,Nick Wright,Orlando,FL,34594,2018-03-21,Yes,Phone,Social Media,$50K-$74K
C003273,CL004,Grace Thomas,Clearwater,FL,32568,2022-03-20,Yes,SMS,Community Event,$50K-$74K
C003274,CL010,Harper Lee,Tallahassee,FL,33399,2020-11-26,No,SMS,Walk-In,$50K-$74K
C003275,CL008,David Rodriguez,Tallahassee,FL,33612,2023-03-29,Yes,Phone,Google Search,$100K-$149K
C003276,CL011,Audrey Nguyen,Newberry,FL,33744,2022-11-30,Yes,SMS,Social Media,$150K+
C003277,CL005,Mia Johnson,Sarasota,FL,34647,2023-05-08,No,Phone,Existing Client,$75K-$99K
C003278,CL010,Henry White,Pensacola,FL,34909,2022-02-11,Yes,Email,Walk-In,$100K-$149K
C003279,CL006,Liam Johnson,Newberry,FL,33485,2018-01-27,Yes,SMS,Walk-In,$75K-$99K
C003280,CL012,Jack Wright,Boca Raton,FL,32356,2020-03-19,Yes,Email,Social Media,$150K+
C003281,CL012,Ashley Torres,Orlando,FL,33829,2022-06-18,No,Email,Walk-In,$50K-$74K
C003282,CL010,Ryan Adams,Orlando,FL,32549,2020-09-08,Yes,Phone,Walk-In,$75K-$99K
C003283,CL005,Jack Baker,Boca Raton,FL,32694,2018-11-16,Yes,Email,Social Media,<$50K
C003284,CL011,Lucas Sanchez,Boca Raton,FL,34937,2020-06-14,No,Phone,Referral,<$50K
C003285,CL012,James Lewis,Lake City,FL,34128,2023-01-08,No,Email,Google Search,$75K-$99K
C003286,CL006,James Carter,Sarasota,FL,34853,2020-05-18,Yes,SMS,Social Media,$100K-$149K
C003287,CL012,Sarah Gonzalez,Naples,FL,33029,2023-08-13,Yes,Phone,Existing Client,<$50K
C003288,CL002,Chloe Thomas,Tallahassee,FL,32776,2019-06-05,Yes,Phone,Social Media,$75K-$99K
C003289,CL011,Amelia Martin,Sarasota,FL,32380,2022-05-10,No,Phone,Walk-In,<$50K
C003290,CL012,Charlotte Scott,Miami,FL,32654,2021-09-01,Yes,Phone,Community Event,$100K-$149K
C003291,CL010,Jason Anderson,Tampa,FL,32782,2021-01-04,Yes,Phone,Referral,$100K-$149K
C003292,CL008,Charlotte Gonzalez,Tampa,FL,33811,2023-03-05,No,Phone,Google Search,$150K+
C003293,CL010,Henry Wilson,Gainesville,FL,33900,2019-01-23,Yes,SMS,Walk-In,$50K-$74K
C003294,CL007,Mason Clark,Delray Beach,FL,32300,2018-06-27,Yes,Phone,Google Search,$150K+
C003295,CL008,Rachel Clark,Miami,FL,33452,2021-05-01,Yes,SMS,Social Media,$150K+
C003296,CL002,Amanda Lewis,Pensacola,FL,33535,2023-03-28,No,SMS,Social Media,$100K-$149K
C003297,CL007,Ella Sanchez,Fort Myers,FL,33480,2021-08-07,Yes,SMS,Community Event,$100K-$149K
C003298,CL004,Elijah Lee,Jacksonville,FL,33005,2020-08-08,Yes,SMS,Google Search,$100K-$149K
C003299,CL009,Ava Gonzalez,Clearwater,FL,32062,2022-02-16,Yes,SMS,Existing Client,$150K+
C003300,CL006,Logan Johnson,Lakeland,FL,32572,2023-02-06,Yes,Phone,Community Event,$50K-$74K
C003301,CL012,David Davis,Gainesville,FL,33617,2021-01-14,No,SMS,Walk-In,$75K-$99K
C003302,CL005,Sarah Taylor,Orlando,FL,33906,2022-06-18,Yes,Phone,Referral,$100K-$149K
C003303,CL005,Luna Baker,Palm Coast,FL,33997,2019-11-04,No,Phone,Google Search,$75K-$99K
C003304,CL002,Noah Martinez,Naples,FL,34661,2021-07-20,Yes,Email,Existing Client,<$50K
C003305,CL008,Sofia Hill,Fort Myers,FL,33143,2020-01-18,Yes,SMS,Google Search,$150K+
C003306,CL009,Lucas Hall,Lake City,FL,34880,2020-12-22,Yes,SMS,Referral,$100K-$149K
C003307,CL012,Evelyn Vilaihong,Boca Raton,FL,32084,2022-03-31,Yes,Email,Referral,$50K-$74K
C003308,CL007,Emma Lewis,St. Petersburg,FL,32059,2021-12-04,No,SMS,Google Search,$50K-$74K
C003309,CL003,Jason Ramirez,Palm Coast,FL,32894,2018-11-26,Yes,Email,Google Search,$50K-$74K
C003310,CL001,Audrey Wilson,Palm Coast,FL,33664,2021-07-01,Yes,Email,Community Event,<$50K
C003311,CL008,David Martinez,Delray Beach,FL,34750,2021-07-25,No,SMS,Existing Client,$75K-$99K
C003312,CL007,Elijah Martinez,Tampa,FL,34438,2023-06-06,Yes,SMS,Referral,$100K-$149K
C003313,CL003,Jessica Gonzalez,Alachua,FL,34686,2019-08-18,Yes,Email,Google Search,$100K-$149K
C003314,CL007,Jason Nguyen,Clearwater,FL,34539,2021-08-27,Yes,SMS,Community Event,$75K-$99K
C003315,CL003,Elijah Wright,Lakeland,FL,34055,2020-10-05,Yes,SMS,Google Search,$75K-$99K
C003316,CL002,Benjamin Gonzalez,Lake City,FL,33661,2019-07-07,Yes,Email,Social Media,$50K-$74K
C003317,CL006,Benjamin Baker,Lake City,FL,33015,2019-07-27,Yes,SMS,Walk-In,$50K-$74K
C003318,CL002,Lauren Wilson,Lake City,FL,32515,2019-12-21,Yes,Email,Google Search,$50K-$74K
C003319,CL009,Sophia Thompson,Gainesville,FL,32549,2023-04-14,No,SMS,Community Event,$100K-$149K
C003320,CL005,Sarah Brown,Naples,FL,33602,2022-07-12,Yes,SMS,Google Search,$150K+
C003321,CL009,Camila Jones,St. Petersburg,FL,33024,2020-12-31,No,SMS,Google Search,$150K+
C003322,CL011,Lauren Martinez,St. Petersburg,FL,32804,2021-12-29,Yes,SMS,Referral,$50K-$74K
C003323,CL011,Luna Smith,Ocala,FL,34017,2023-02-28,No,Email,Referral,$50K-$74K
C003324,CL005,Emma Sanchez,Jacksonville,FL,33524,2021-06-18,No,SMS,Walk-In,<$50K
C003325,CL012,Emma Adams,Tallahassee,FL,32613,2022-11-26,Yes,Email,Social Media,<$50K
C003326,CL001,Noah Lee,Tallahassee,FL,32335,2022-10-20,Yes,SMS,Walk-In,$75K-$99K
C003327,CL010,Noah Lewis,Boca Raton,FL,33528,2023-08-06,Yes,SMS,Google Search,$75K-$99K
C003328,CL005,Michael Harris,Pensacola,FL,33836,2022-03-16,Yes,SMS,Walk-In,$75K-$99K
C003329,CL003,Amanda Vilaihong,Clearwater,FL,33599,2021-01-12,Yes,SMS,Community Event,$150K+
C003330,CL009,Isabella Anderson,Clearwater,FL,33538,2018-05-04,No,SMS,Community Event,$100K-$149K
C003331,CL001,Lauren King,Tampa,FL,33441,2019-11-30,Yes,SMS,Referral,$150K+
C003332,CL008,Sofia White,Tallahassee,FL,34965,2021-06-09,Yes,Phone,Community Event,$100K-$149K
C003333,CL001,Amelia Jackson,Lakeland,FL,33815,2022-01-27,Yes,Email,Social Media,$100K-$149K
C003334,CL010,Olivia Davis,Orlando,FL,34058,2019-07-18,Yes,Email,Community Event,$150K+
C003335,CL010,Grace Baker,Delray Beach,FL,33848,2018-04-19,Yes,SMS,Existing Client,$150K+
C003336,CL005,Camila Rivera,Tallahassee,FL,34350,2019-09-21,No,SMS,Google Search,$150K+
C003337,CL007,Grace Hall,Naples,FL,34691,2023-02-08,Yes,SMS,Social Media,$150K+
C003338,CL011,Evelyn Vilaihong,Naples,FL,32725,2022-02-22,No,SMS,Google Search,$100K-$149K
C003339,CL001,Evelyn Rivera,St. Petersburg,FL,32941,2022-08-24,Yes,SMS,Social Media,$100K-$149K
C003340,CL004,Ethan Nelson,Newberry,FL,32207,2023-05-12,Yes,SMS,Existing Client,$100K-$149K
C003341,CL009,Emily Lopez,Tallahassee,FL,33002,2019-06-06,Yes,Phone,Walk-In,$100K-$149K
C003342,CL010,Jack White,Alachua,FL,34366,2020-08-23,Yes,SMS,Walk-In,$75K-$99K
C003343,CL007,David Clark,Tallahassee,FL,34811,2023-10-28,No,Email,Referral,<$50K
C003344,CL010,Nick Nelson,Delray Beach,FL,33886,2019-02-10,Yes,Email,Existing Client,$150K+
C003345,CL005,Amanda Rivera,Orlando,FL,34136,2022-02-25,Yes,Email,Google Search,<$50K
C003346,CL008,Evelyn Jackson,Jacksonville,FL,32061,2023-01-10,No,Phone,Existing Client,$50K-$74K
C003347,CL002,Elijah Garcia,St. Petersburg,FL,33359,2019-08-05,No,Phone,Walk-In,$100K-$149K
C003348,CL004,Daniel Rodriguez,Tallahassee,FL,33891,2020-12-23,No,Email,Walk-In,<$50K
C003349,CL012,Logan Smith,Clearwater,FL,32993,2023-06-08,No,SMS,Existing Client,$75K-$99K
C003350,CL007,Lauren Baker,Sarasota,FL,33049,2018-07-19,Yes,Phone,Existing Client,$50K-$74K
C003351,CL008,Megan Hernandez,Clearwater,FL,33345,2019-09-23,Yes,SMS,Social Media,$150K+
C003352,CL011,Sarah Davis,Tallahassee,FL,32592,2023-12-04,Yes,SMS,Community Event,<$50K
C003353,CL004,Mia Rodriguez,Lakeland,FL,32031,2020-02-21,Yes,Phone,Google Search,$100K-$149K
C003354,CL005,Sarah Flores,Orlando,FL,32185,2022-03-05,No,SMS,Existing Client,$150K+
C003355,CL007,Audrey Thompson,Orlando,FL,34165,2018-08-11,Yes,SMS,Walk-In,$75K-$99K
C003356,CL001,Ashley Nelson,Gainesville,FL,34234,2018-11-05,Yes,SMS,Google Search,$150K+
C003357,CL012,Amanda Vilaihong,St. Petersburg,FL,34500,2022-07-25,Yes,SMS,Google Search,$75K-$99K
C003358,CL005,Emma Rodriguez,Fort Myers,FL,33057,2023-11-06,Yes,Email,Social Media,$150K+
C003359,CL011,Mia Nelson,Sarasota,FL,34626,2020-03-03,No,SMS,Social Media,$50K-$74K
C003360,CL012,James Green,Sarasota,FL,32505,2018-04-30,Yes,SMS,Walk-In,$75K-$99K
C003361,CL010,Benjamin Martin,Pensacola,FL,32531,2023-03-31,Yes,SMS,Community Event,$75K-$99K
C003362,CL005,Olivia Wilson,Delray Beach,FL,33367,2022-03-04,No,Phone,Referral,$150K+
C003363,CL012,Elijah Nguyen,Lake City,FL,34224,2018-02-01,Yes,Email,Community Event,$100K-$149K
C003364,CL007,Daniel Smith,Pensacola,FL,33069,2018-01-08,Yes,Email,Walk-In,$75K-$99K
C003365,CL009,Ryan Smith,Miami,FL,33235,2023-12-18,No,Phone,Referral,$100K-$149K
C003366,CL011,Sophia Nguyen,Lake City,FL,33802,2020-01-14,Yes,Phone,Referral,$100K-$149K
C003367,CL001,Michael Garcia,Newberry,FL,34821,2022-09-21,Yes,SMS,Walk-In,$75K-$99K
C003368,CL005,Rachel Walker,Newberry,FL,33122,2023-07-26,No,Phone,Existing Client,$100K-$149K
C003369,CL001,Amanda Flores,Delray Beach,FL,32725,2023-02-13,Yes,Phone,Google Search,<$50K
C003370,CL012,Noah Wright,St. Petersburg,FL,33802,2023-11-08,Yes,Phone,Google Search,<$50K
C003371,CL009,Sofia Smith,Miami,FL,33185,2022-09-19,No,SMS,Social Media,<$50K
C003372,CL009,Chloe Johnson,Lakeland,FL,32858,2019-05-22,No,SMS,Community Event,$75K-$99K
C003373,CL007,Elijah Hall,Alachua,FL,33244,2021-11-28,No,Email,Google Search,<$50K
C003374,CL002,Emma Vilaihong,Clearwater,FL,33942,2020-05-08,No,Email,Community Event,$75K-$99K
C003375,CL012,Daniel Flores,Tallahassee,FL,32923,2020-12-14,Yes,Phone,Community Event,<$50K
C003376,CL003,Emma Vilaihong,Naples,FL,34438,2018-11-05,Yes,Email,Existing Client,$100K-$149K
C003377,CL012,Ella Robinson,Sarasota,FL,33954,2018-02-25,No,Email,Social Media,$100K-$149K
C003378,CL004,Michael Taylor,Ocala,FL,34285,2022-06-30,No,Phone,Community Event,<$50K
C003379,CL002,Daniel Martinez,Gainesville,FL,34294,2018-01-14,No,SMS,Walk-In,$100K-$149K
C003380,CL003,Jack Smith,Tampa,FL,32214,2020-06-10,No,SMS,Social Media,$75K-$99K
C003381,CL001,Isabella Wright,Tampa,FL,34197,2022-11-25,Yes,SMS,Google Search,$100K-$149K
C003382,CL008,Isabella Jones,Tallahassee,FL,32711,2019-12-29,Yes,SMS,Google Search,<$50K
C003383,CL001,Chloe Hill,Fort Myers,FL,34490,2021-09-03,No,Phone,Social Media,$150K+
C003384,CL004,Ryan Harris,Delray Beach,FL,33721,2021-01-16,No,Email,Social Media,$150K+
C003385,CL006,Megan Smith,Pensacola,FL,34658,2021-10-22,Yes,SMS,Referral,$75K-$99K
C003386,CL009,Charlotte Perez,Palm Coast,FL,34568,2023-06-05,Yes,SMS,Walk-In,$100K-$149K
C003387,CL012,Olivia Rodriguez,Newberry,FL,34194,2019-05-14,No,SMS,Existing Client,$150K+
C003388,CL009,Luna King,St. Petersburg,FL,33909,2021-10-31,Yes,Email,Walk-In,$75K-$99K
C003389,CL009,Henry Clark,Lake City,FL,33973,2020-03-10,Yes,SMS,Community Event,$50K-$74K
C003390,CL005,Luna Adams,Newberry,FL,32916,2018-08-24,Yes,SMS,Community Event,<$50K
C003391,CL010,Liam Taylor,St. Petersburg,FL,33284,2022-03-12,Yes,SMS,Existing Client,$150K+
C003392,CL012,Michael Jackson,Lake City,FL,32873,2018-04-23,Yes,SMS,Social Media,$100K-$149K
C003393,CL007,James Moore,Alachua,FL,34929,2018-07-29,Yes,SMS,Referral,$50K-$74K
C003394,CL003,Nick Moore,Lakeland,FL,33016,2019-04-13,Yes,Email,Community Event,<$50K
C003395,CL006,Elijah Davis,Miami,FL,32140,2021-01-17,No,SMS,Referral,<$50K
C003396,CL001,Chloe Campbell,Boca Raton,FL,32562,2023-02-16,No,SMS,Social Media,<$50K
C003397,CL011,Logan Williams,Pensacola,FL,32992,2022-07-31,Yes,Phone,Community Event,$150K+
C003398,CL006,Lucas Gonzalez,St. Petersburg,FL,32317,2022-09-16,Yes,Phone,Community Event,$50K-$74K
C003399,CL009,Lauren Perez,Tallahassee,FL,32462,2022-01-31,No,SMS,Walk-In,$100K-$149K
C003400,CL007,Sofia King,Tampa,FL,34199,2020-08-12,Yes,SMS,Community Event,$50K-$74K
C003401,CL010,Mia Clark,Jacksonville,FL,32620,2021-05-24,Yes,Email,Social Media,$50K-$74K
C003402,CL011,Liam Hall,Fort Myers,FL,32269,2021-04-06,Yes,SMS,Referral,$75K-$99K
C003403,CL005,Olivia Clark,Jacksonville,FL,32681,2023-07-12,Yes,Phone,Referral,$150K+
C003404,CL003,Evelyn Taylor,Palm Coast,FL,32037,2020-03-24,Yes,Phone,Existing Client,$100K-$149K
C003405,CL012,Henry Jackson,Fort Myers,FL,34284,2023-12-16,No,SMS,Referral,<$50K
C003406,CL010,Harper Brown,Ocala,FL,32787,2018-07-09,No,Phone,Google Search,$100K-$149K
C003407,CL005,Isabella Lee,Alachua,FL,33163,2022-07-10,Yes,Phone,Existing Client,$50K-$74K
C003408,CL011,Lauren Lewis,Boca Raton,FL,34220,2023-06-30,Yes,SMS,Existing Client,$50K-$74K
C003409,CL010,Olivia Anderson,Jacksonville,FL,33334,2019-03-09,No,SMS,Community Event,$100K-$149K
C003410,CL003,Sophia Green,Tampa,FL,32646,2018-09-10,Yes,Email,Community Event,$150K+
C003411,CL002,Luna Clark,Orlando,FL,34931,2020-11-22,Yes,Phone,Existing Client,$150K+
C003412,CL010,Mason Gonzalez,Boca Raton,FL,33731,2018-04-05,Yes,SMS,Social Media,$150K+
C003413,CL011,Ryan Robinson,Alachua,FL,32859,2019-09-06,Yes,Phone,Walk-In,$50K-$74K
C003414,CL003,David Martin,Clearwater,FL,32439,2022-03-26,No,SMS,Google Search,$50K-$74K
C003415,CL012,Harper Wilson,Delray Beach,FL,33811,2019-08-10,No,Phone,Walk-In,$150K+
C003416,CL004,Grace Baker,Naples,FL,32602,2021-02-23,No,Phone,Google Search,$100K-$149K
C003417,CL006,Chloe Baker,Fort Myers,FL,32518,2020-10-15,No,SMS,Walk-In,<$50K
C003418,CL012,Camila Jones,Sarasota,FL,34591,2018-07-26,Yes,Email,Community Event,$50K-$74K
C003419,CL003,Benjamin Adams,Sarasota,FL,34845,2020-01-30,Yes,Phone,Community Event,<$50K
C003420,CL007,Nick Smith,Clearwater,FL,32197,2020-12-13,Yes,SMS,Google Search,<$50K
C003421,CL005,Jack Jones,Ocala,FL,33412,2021-11-07,Yes,SMS,Community Event,$100K-$149K
C003422,CL011,Emily Wilson,Lakeland,FL,32236,2019-07-02,Yes,Phone,Walk-In,$75K-$99K
C003423,CL005,Jessica Garcia,Boca Raton,FL,32957,2018-01-17,No,Phone,Community Event,$75K-$99K
C003424,CL002,Mateo Wilson,Palm Coast,FL,34806,2022-08-10,Yes,Email,Existing Client,$50K-$74K
C003425,CL006,David Miller,Boca Raton,FL,34891,2018-01-10,Yes,SMS,Google Search,$75K-$99K
C003426,CL008,Harper Carter,Clearwater,FL,34474,2022-09-19,Yes,Phone,Social Media,$75K-$99K
C003427,CL011,Mateo Wright,Fort Myers,FL,34702,2019-08-17,Yes,SMS,Existing Client,$100K-$149K
C003428,CL004,Rachel Hernandez,Ocala,FL,33537,2018-01-19,Yes,Phone,Social Media,$50K-$74K
C003429,CL007,Michael Wilson,Lakeland,FL,32625,2021-11-26,No,Email,Community Event,$50K-$74K
C003430,CL012,Emma Thomas,Alachua,FL,32209,2020-03-10,Yes,SMS,Existing Client,$100K-$149K
C003431,CL010,Rachel Johnson,Tampa,FL,32917,2020-02-01,Yes,SMS,Referral,$75K-$99K
C003432,CL004,Ashley Smith,Pensacola,FL,32829,2019-04-07,Yes,SMS,Referral,$75K-$99K
C003433,CL012,Charlotte Taylor,Ocala,FL,33669,2021-05-31,Yes,SMS,Community Event,<$50K
C003434,CL002,Ella Scott,Boca Raton,FL,32361,2019-12-06,Yes,SMS,Community Event,$50K-$74K
C003435,CL011,Camila Thompson,Lake City,FL,33857,2019-05-21,Yes,Email,Google Search,$150K+
C003436,CL007,Ashley Rivera,Naples,FL,32634,2022-09-14,Yes,SMS,Community Event,<$50K
C003437,CL003,Camila Sanchez,Pensacola,FL,34406,2022-03-09,No,SMS,Google Search,$100K-$149K
